user_id,algorithm,mrr,map,ndcg,precision_at_1,precision_at_2,precision_at_3,precision_at_4,precision_at_5,precision_at_10
1,B1,1.0,0.821505376344086,0.9716762335093353,1.0,1.0,1.0,1.0,1.0,0.7
1,CS-PLUS,1.0,0.7265745007680492,0.834420016859946,1.0,1.0,0.6666666666666666,0.75,0.8,0.7
1,SC,1.0,0.7288888888888888,0.9524969150039737,1.0,1.0,1.0,1.0,0.8,0.5
1,SC+SA,1.0,0.4011544011544012,0.8228523758788103,1.0,0.5,0.3333333333333333,0.25,0.2,0.4
2,B1,1.0,0.9031746031746032,0.9687044486812318,1.0,1.0,1.0,1.0,0.8,0.9
2,CS-PLUS,0.3333333333333333,0.4207619047619048,0.7484577044345255,0.0,0.0,0.3333333333333333,0.5,0.6,0.5
2,SC,0.25,0.125,0.7589105409623982,0.0,0.0,0.0,0.25,0.2,0.2
2,SC+SA,1.0,0.7363211951447246,0.7832253395848917,1.0,0.5,0.6666666666666666,0.75,0.8,0.8
3,B1,0.3333333333333333,0.20833333333333331,0.6398420632256763,0.0,0.0,0.3333333333333333,0.5,0.4,0.2
3,CS-PLUS,0.3333333333333333,0.14583333333333331,0.7753617811405252,0.0,0.0,0.3333333333333333,0.25,0.2,0.2
3,SC,1.0,0.42105263157894735,0.9457369531219771,1.0,0.5,0.6666666666666666,0.5,0.4,0.3
3,SC+SA,0.5,0.25,0.8106500543239579,0.0,0.5,0.3333333333333333,0.5,0.4,0.2
4,B1,1.0,0.6833800186741363,0.8686776617366281,1.0,0.5,0.3333333333333333,0.5,0.6,0.8
4,CS-PLUS,0.3333333333333333,0.3662222222222222,0.6269113069580213,0.0,0.0,0.3333333333333333,0.25,0.4,0.5
4,SC,0.3333333333333333,0.5027649769585253,0.7231887678512008,0.0,0.0,0.3333333333333333,0.5,0.4,0.7
4,SC+SA,1.0,0.7520408163265306,0.8559581429785352,1.0,1.0,1.0,0.75,0.8,0.6
5,B1,0.5,0.7644358644358644,0.8725853969768915,0.0,0.5,0.6666666666666666,0.75,0.8,0.9
5,CS-PLUS,1.0,0.6254992319508449,0.7911589755083914,1.0,0.5,0.3333333333333333,0.5,0.6,0.7
5,SC,1.0,0.8870967741935484,0.9939424600592485,1.0,1.0,1.0,1.0,1.0,0.7
5,SC+SA,0.5,0.175,0.8138482545482991,0.0,0.5,0.3333333333333333,0.25,0.2,0.2
6,B1,1.0,0.6531746031746032,0.7848564508525507,1.0,1.0,0.6666666666666666,0.75,0.6,0.6
6,CS-PLUS,0.3333333333333333,0.46507936507936504,0.7366967056090659,0.0,0.0,0.3333333333333333,0.5,0.6,0.6
6,SC,1.0,0.8088069636456732,0.8396342057589536,1.0,1.0,1.0,0.75,0.8,0.7
6,SC+SA,0.2,0.1125,0.595358217445247,0.0,0.0,0.0,0.0,0.2,0.2
7,B1,1.0,0.7108038914490528,0.8185335232185746,1.0,1.0,0.6666666666666666,0.5,0.6,0.7
7,CS-PLUS,0.25,0.2968253968253968,0.661795294463578,0.0,0.0,0.0,0.25,0.2,0.5
7,SC,1.0,0.7043522785458269,0.8227539205441267,1.0,0.5,0.6666666666666666,0.75,0.8,0.7
7,SC+SA,0.2,0.20250626566416038,0.6349468421011336,0.0,0.0,0.0,0.0,0.2,0.3
8,B1,1.0,1.0,0.9665462681997778,1.0,1.0,1.0,1.0,1.0,1.0
8,CS-PLUS,1.0,0.8620915032679738,0.831743554722842,1.0,1.0,1.0,1.0,1.0,0.8
8,SC,1.0,1.0,0.8732473325480291,1.0,1.0,1.0,1.0,1.0,1.0
8,SC+SA,1.0,0.9176470588235294,0.8541384949166988,1.0,1.0,1.0,1.0,1.0,0.8
9,B1,1.0,0.6254992319508449,0.8379934464327089,1.0,0.5,0.3333333333333333,0.5,0.6,0.7
9,CS-PLUS,1.0,0.7761904761904761,0.9131324603526978,1.0,1.0,1.0,1.0,0.8,0.6
9,SC,0.5,0.34054834054834054,0.6857950649805739,0.0,0.5,0.3333333333333333,0.5,0.4,0.4
9,SC+SA,0.5,0.5709677419354838,0.7027298499447199,0.0,0.5,0.6666666666666666,0.5,0.6,0.7
10,B1,1.0,1.0,0.9985946611505946,1.0,1.0,1.0,1.0,1.0,1.0
10,CS-PLUS,1.0,1.0,0.9798064651873197,1.0,1.0,1.0,1.0,1.0,1.0
10,SC,1.0,0.9411764705882353,0.9485846984297099,1.0,1.0,1.0,1.0,1.0,0.8
10,SC+SA,0.3333333333333333,0.4423469387755102,0.7365261341577564,0.0,0.0,0.3333333333333333,0.25,0.4,0.6
11,B1,0.3333333333333333,0.27020202020202017,0.383034731235153,0.0,0.0,0.3333333333333333,0.25,0.2,0.4
11,CS-PLUS,0.5,0.5709677419354838,0.62427994893517,0.0,0.5,0.6666666666666666,0.5,0.6,0.7
11,SC,0.3333333333333333,0.3662222222222222,0.4817182058014929,0.0,0.0,0.3333333333333333,0.25,0.4,0.5
11,SC+SA,0.3333333333333333,0.4248888888888888,0.3260903396655118,0.0,0.0,0.3333333333333333,0.5,0.6,0.5
12,B1,1.0,0.7731182795698925,0.9596436457364316,1.0,1.0,1.0,1.0,0.8,0.7
12,CS-PLUS,1.0,0.5714285714285714,0.9114705762677666,1.0,1.0,0.6666666666666666,0.5,0.4,0.5
12,SC,1.0,0.685204081632653,0.9373580854875634,1.0,1.0,1.0,0.75,0.6,0.6
12,SC+SA,1.0,0.7999999999999999,0.9829031008229812,1.0,1.0,1.0,1.0,1.0,0.6
13,B1,0.5,0.2355889724310777,0.7033160872342962,0.0,0.5,0.3333333333333333,0.25,0.2,0.3
13,CS-PLUS,1.0,0.43511111111111106,0.8039925345395456,1.0,0.5,0.3333333333333333,0.25,0.4,0.5
13,SC,0.5,0.3358395989974937,0.7724433634783199,0.0,0.5,0.6666666666666666,0.5,0.4,0.3
13,SC+SA,1.0,0.43636363636363634,0.7221379495712922,1.0,0.5,0.3333333333333333,0.25,0.4,0.4
15,B1,0.14285714285714285,0.14001670843776107,0.5390741344430077,0.0,0.0,0.0,0.0,0.0,0.3
15,CS-PLUS,0.5,0.25263157894736843,0.7036638612053051,0.0,0.5,0.3333333333333333,0.25,0.4,0.3
15,SC,1.0,0.4233766233766234,0.7711651233159222,1.0,0.5,0.3333333333333333,0.5,0.4,0.4
15,SC+SA,0.3333333333333333,0.45147392290249433,0.7626843697891661,0.0,0.0,0.3333333333333333,0.5,0.6,0.6
16,B1,0.3333333333333333,0.14583333333333331,0.5431401998250872,0.0,0.0,0.3333333333333333,0.25,0.2,0.2
16,CS-PLUS,0.5,0.175,0.6364376439100241,0.0,0.5,0.3333333333333333,0.25,0.2,0.2
16,SC,0.5,0.2210526315789474,0.6122275700803492,0.0,0.5,0.3333333333333333,0.25,0.2,0.3
16,SC+SA,0.5,0.15384615384615385,0.6576156498881649,0.0,0.5,0.3333333333333333,0.25,0.2,0.1
17,B1,0.5,0.6915032679738563,0.8189394321589523,0.0,0.5,0.6666666666666666,0.75,0.8,0.8
17,CS-PLUS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,SC,0.1,0.03076923076923077,0.4663266327550301,0.0,0.0,0.0,0.0,0.0,0.1
17,SC+SA,1.0,0.3076923076923077,0.9552989431472839,1.0,0.5,0.3333333333333333,0.25,0.2,0.1
18,B1,0.25,0.1125,0.5661091097164356,0.0,0.0,0.0,0.25,0.2,0.2
18,CS-PLUS,0.3333333333333333,0.1388888888888889,0.7265440922155046,0.0,0.0,0.3333333333333333,0.25,0.2,0.2
18,SC,0.0,0.0,0.7357754191029544,0.0,0.0,0.0,0.0,0.0,0.0
18,SC+SA,0.16666666666666666,0.05128205128205128,0.5370868602913987,0.0,0.0,0.0,0.0,0.0,0.1
19,B1,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5
19,CS-PLUS,0.5,0.15384615384615385,0.9258241866806117,0.0,0.5,0.3333333333333333,0.25,0.2,0.1
19,SC,1.0,0.972972972972973,1.0,1.0,1.0,1.0,1.0,1.0,0.9
19,SC+SA,1.0,0.9031746031746032,0.9881182640816166,1.0,1.0,1.0,1.0,0.8,0.9
20,B1,0.3333333333333333,0.4877551020408163,0.7126973972509605,0.0,0.0,0.3333333333333333,0.5,0.6,0.6
