news_id,author_id,text,likes_count,retweets_count,comments_count,quote_count,mentioned_user_ids,mentions_raw,urls_raw,mentions_count,topic,subtopic,created_at,sentiment_score,diversity_score,context_score,recency_score_oracle,oracle_social_capital_score,urls_count,sentiment_impact,engagement_score,content_relevance,network_influence,author_influence,content_virality,recency_score,social_capital_v2,state_art_score,b1_score,recency_score_v3,diversity_score_v3,context_score_v3,mentions_strength_score,author_strength_score,token_count,scsa_plus_score,user_id,reputation_score,influence_score_v3,user_strength_score,combined_text,pca1_score,pca_variance_explained,pca_n_components
1369343506939019269,759251,"As first lady of the United States, and the first Black person to serve in the role, Obama ""has emerged as one of the most influential and iconic women of the 21st century,"" a statement from the National Women's Hall of Fame says. https://t.co/o8uJq4MNrt",3941,450,271,55,,,{'https://t.co/o8ujq4mnrt'},0,Notícias,Do Mundo,2021-03-09T17:45:07.0000000+00:00,-0.0952694714069366,0.9166666666666666,0.0888368969102924,0.5596239587541866,2898.855215360583,1,0.7953643361085462,-0.0744416952664948,0.001419631998492888,1,0.0,-0.192571324319542,0.9358396688776968,0.32521132213615467,-0.07302206326800191,4717,0.6544082448795636,0.9166666666666666,0.0888368969102924,0.0,0.6201501293675752,43,3052.5694870533866,759251,0.1452991452991453,4.2680920668238995,0.6201501293675752,"As first lady of the United States, and the first Black person to serve in the role, Obama ""has emerged as one of the most influential and iconic women of the 21st century,"" a statement from the National Women's Hall of Fame says. https://t.co/o8uJq4MNrt",-4.283547532878784,0.9502836798080598,678
1151160990995746816,180463340,"DRACARYS!
#GameofThrones is the most nominated series at this year’s #Emmys, with 32 nominations. https://t.co/cmPM3XonUE",58339,13354,1156,3324,,,{'https://t.co/cmpm3xonue'},0,Entretenimento,Séries de TV,2019-07-16T16:05:42.0000000+00:00,-0.1916708052158355,1.0,0.1977167368444619,0.5524744952677909,49465.915255567365,1,-0.5743690587049438,1.495079343018393,0.0009927017423422267,1,0.0,4.238487640041043,1.339502735641106e-08,0.8081893612152626,1.4960720447607352,76173,0.5644057020110292,1.0,0.1977167368444619,0.0,0.8366763238169411,14,41119.23242595107,180463340,0.13043478260869565,6.414518482596549,0.8366763238169411,"DRACARYS!
#GameofThrones is the most nominated series at this year’s #Emmys, with 32 nominations. https://t.co/cmPM3XonUE",2.6803080171746156,0.9502836798080598,678
1343240225129168898,1060978099146260480,Relive every step of the journey. All episodes of #TheMandalorian are now streaming on @DisneyPlus. https://t.co/aceayr6vdX,8265,617,103,42,985916593065476096,{'985916593065476096'},{'https://t.co/aceayr6vdx'},1,Entretenimento,Séries de TV,2020-12-27T17:00:00.0000000+00:00,-0.1788420379161834,1.0,0.1848810915589094,0.5585275396063395,5391.017369792038,1,-0.3920895166038087,-0.062187245811245025,0.00110349340043131,2,1.0,-0.17022908519329225,0.1078244279663395,0.3923424376777463,-0.061083752410813714,9027,0.5949844573946508,1.0,0.1848810915589094,0.321692348655667,0.8007529500040531,15,5348.498141946044,1060978099146260480,0.12280701754385964,6.520416878604433,0.8007529500040531,Relive every step of the journey. All episodes of #TheMandalorian are now streaming on @DisneyPlus. https://t.co/aceayr6vdX,0.22265802149642508,0.9502836798080598,678
1312476369830338561,1141417774201184257,"Scream Fortress XII –⁠ the annual Team Fortress 2 Halloween Event –⁠ has begun! Play on four new Halloween themed community maps, get tons of new community unlocks, and check out improvements to the Mannpower game mode. https://t.co/1PBcS8e3D1 https://t.co/VSGJKWZaxw",11406,1708,511,196,,,"{'https://t.co/vsgjkwzaxw', 'https://t.co/1pbcs8e3d1'}",0,Entretenimento,Games,2020-10-03T19:35:25.0000000+00:00,-0.1308510601520538,0.8666666666666667,0.2157386750889793,0.5573445706797516,8663.967279386572,2,0.2897977799307947,0.08374400078714576,0.0010305185453583165,2,0.0,0.1269481387898798,0.008446414945499737,0.48760927373164775,0.08477451933250409,13821,0.5834892565403491,0.8666666666666667,0.2157386750889793,0.0,0.13373811236547126,37,7951.917705515229,1141417774201184257,0.0196078431372549,6.820643730639034,0.13373811236547126,"Scream Fortress XII –⁠ the annual Team Fortress 2 Halloween Event –⁠ has begun! Play on four new Halloween themed community maps, get tons of new community unlocks, and check out improvements to the Mannpower game mode. https://t.co/1PBcS8e3D1 https://t.co/VSGJKWZaxw",-0.34647744057306284,0.9502836798080598,678
1369271796499947520,759251,"Harry and Meghan's seismic interview, and its aftermath, are still being met with a wall of silence from Buckingham Palace. https://t.co/bspAefQYKM https://t.co/bKhJphDvmk",967,110,287,36,,,"{'https://t.co/bkhjphdvmk', 'https://t.co/bspaefqykm'}",0,Notícias,Do Mundo,2021-03-09T13:00:10.0000000+00:00,-0.2019323110580444,0.9090909090909092,0.1555697790757284,0.559620816075679,852.3387174380292,2,-0.7201712657678693,-0.11013888059117465,0.0010070874826246796,2,0.0,-0.26683447630838014,0.9303005533083506,0.20745594059387817,-0.10913179310854997,1400,0.6528174569688342,0.9090909090909092,0.1555697790757284,0.0,0.6201501293675752,20,892.8485201328039,759251,0.1452991452991453,4.2680920668238995,0.6201501293675752,"Harry and Meghan's seismic interview, and its aftermath, are still being met with a wall of silence from Buckingham Palace. https://t.co/bspAefQYKM https://t.co/bKhJphDvmk",-9.331262921319768,0.9502836798080598,678
1281615412459782145,2412917082,We are not uncertain. #SHOemmyFYC https://t.co/r0y136EFRk,1430,168,44,37,,,{'https://t.co/r0y136efrk'},0,Entretenimento,Séries de TV,2020-07-10T15:45:00.0000000+00:00,-0.1716744601726532,1.0,0.2855815033388837,0.5562579853012715,1030.90622139765,1,-0.2902478697372075,-0.13496706379369644,0.000515455333855868,1,0.0,-0.2555844895843024,0.0006563518594738143,0.08950165540216015,-0.13445160845984058,1679,0.5772196952190392,1.0,0.2855815033388837,0.0,0.26850057115167986,5,949.8462257214832,2412917082,0.06542056074766356,4.104223016175677,0.26850057115167986,We are not uncertain. #SHOemmyFYC https://t.co/r0y136EFRk,-0.18672637691078967,0.9502836798080598,678
1324784149241147394,1288485038,Relax this weekend with the official #PeakyBlinders cocktail book. Take a sneak peek at some of the recipes here: https://t.co/Yw1onGfk84 https://t.co/Hj8hFqaU4y,2342,158,28,50,,,"{'https://t.co/hj8hfqau4y', 'https://t.co/yw1ongfk84'}",0,Entretenimento,Séries de TV,2020-11-06T18:42:09.0000000+00:00,-0.1674118936061859,1.0,0.1566597870987047,0.5578049044838386,1533.501202278386,2,-0.22968252750574192,-0.12951225156566876,0.001124511159205747,2,0.0,-0.24918736449050455,0.023397574480589375,0.30346720996850857,-0.128387740406463,2578,0.5870605967318964,1.0,0.1566597870987047,0.0,0.9010292083328217,19,1487.0583584579765,1288485038,0.13793103448275865,6.532461760412956,0.9010292083328217,Relax this weekend with the official #PeakyBlinders cocktail book. Take a sneak peek at some of the recipes here: https://t.co/Yw1onGfk84 https://t.co/Hj8hFqaU4y,0.11921737108571633,0.9502836798080598,678
1338474408743215106,1288485038,"How it started vs how it's going

? Robert Viglasky https://t.co/1XQl5YwXfq",13928,1494,75,277,,,{'https://t.co/1xql5ywxfq'},0,Entretenimento,Séries de TV,2020-12-14T13:22:21.0000000+00:00,-0.2249409258365631,1.0,0.1994758333039532,0.5583370308044142,9644.275049843687,1,-1.0470927593336257,0.048061795574187105,0.0007156637057849001,1,0.0,0.139039375230788,0.0726729953510392,0.014240877512348087,0.048777459279972006,15774,0.5924876234929839,1.0,0.1994758333039532,0.0,0.9010292083328217,10,9183.617712134519,1288485038,0.13793103448275865,6.532461760412956,0.9010292083328217,"How it started vs how it's going

? Robert Viglasky https://t.co/1XQl5YwXfq",0.09508136245034038,0.9502836798080598,678
1298591876963078146,1288485038,A behind the scenes moment on the set of #PeakyBlinders season 3! https://t.co/rfFb6IwfPG,8880,838,62,159,,,{'https://t.co/rffb6iwfpg'},0,Entretenimento,Séries de TV,2020-08-26T12:03:24.0000000+00:00,-0.2227567434310913,1.0,0.0,0.5568443016783988,6004.460225244818,1,-1.016058462784685,-0.03476835336613599,0.0008581310513848773,1,0.0,-0.05572539073487684,0.0026760051603574087,-0.01556627609337489,-0.03391022231475111,9939,0.5803168438481435,1.0,0.0,0.0,0.9010292083328217,12,5677.762565792783,1288485038,0.13793103448275865,6.532461760412956,0.9010292083328217,A behind the scenes moment on the set of #PeakyBlinders season 3! https://t.co/rfFb6IwfPG,-0.7684689915695079,0.9502836798080598,678
1189330936300756992,180463340,"#HouseOfTheDragon, a #GameofThrones prequel is coming to @HBO.

The series is co-created by @GRRMSpeaking and Ryan Condal. Miguel Sapochnik will partner with Condal as showrunner and will direct the pilot and additional episodes. Condal will be writing the series. https://t.co/9ttMzElgXm",164212,69054,4655,25430,2557037323|15635604,"{'2557037323', '15635604'}",{'https://t.co/9ttmzelgxm'},2,Entretenimento,Séries de TV,2019-10-29T23:59:26.0000000+00:00,-0.1907608211040496,0.6470588235294118,0.2642596361521476,0.5534700056979411,183984.45230361127,1,-0.5614394074499757,8.66437329714821,0.0011606486866687557,3,2.0,28.42537079340169,3.156875598214983e-07,5.26335598701715,8.665533945834879,263351,0.5670679436237274,0.6470588235294118,0.2642596361521476,0.27173267060612516,0.8366763238169411,39,134920.21874142578,180463340,0.13043478260869565,6.414518482596549,0.8366763238169411,"#HouseOfTheDragon, a #GameofThrones prequel is coming to @HBO.

The series is co-created by @GRRMSpeaking and Ryan Condal. Miguel Sapochnik will partner with Condal as showrunner and will direct the pilot and additional episodes. Condal will be writing the series. https://t.co/9ttMzElgXm",13.170337953166024,0.9502836798080598,678
