user_id,reputation_score,influence_score_v3,user_strength_score
100220864,0.056603773584905655,6.91289707150498,0.39129606065122524
101871654,0.08256880733944953,2.6383815590920396,0.2178480186406271
1038082275689340928,0.10714285714285712,4.49975115340108,0.4821161950072585
1060978099146260480,0.12280701754385964,6.520416878604433,0.8007529500040531
10671602,0.047619047619047616,5.902731443634969,0.28108244969690327
108361327,0.029126213592233007,6.396966144099535,0.18631940225532626
10933912,0.0196078431372549,0.7525749891599529,0.014756372336469665
11026952,0.0196078431372549,6.247846201567304,0.12250678826602557
110783489,0.0196078431372549,6.162594645271294,0.12083518912296654
111556576,0.029126213592233007,3.128918347306335,0.091133544096301
1124816718,0.056603773584905655,0.9542425094393249,0.05401372694939574
113696373,0.038461538461538464,7.337441171612647,0.28220927583125566
1141417774201184257,0.0196078431372549,6.820643730639034,0.13373811236547126
115093611,0.047619047619047616,4.282706074716715,0.20393838451031973
116362700,0.009900990099009901,9.254685913273141,0.09163055359676377
118483749,0.038461538461538464,5.075087471097922,0.1951956719653047
11856342,0.047619047619047616,4.891296794472481,0.23291889497488005
1205974434,0.038461538461538464,7.803118153481652,0.30011992898006357
1232061287301074945,0.11504424778761063,4.323071947434154,0.49734456032428326
1288485038,0.13793103448275865,6.532461760412956,0.9010292083328217
13058772,0.009900990099009901,1.6699243915188184,0.016533904866522956
1305941,0.029126213592233007,2.2204718552643614,0.06467393753197169
134209832,0.0196078431372549,3.038300508717838,0.059574519778781136
1344951,0.08256880733944953,3.545447019573021,0.2927433318913503
1367531,0.16666666666666669,4.948893713669641,0.8248156189449402
140845817,0.10714285714285712,3.605206836314012,0.3862721610336441
14130366,0.009900990099009901,5.621477534629873,0.05565819341217696
14173315,0.16666666666666669,3.540963810176059,0.5901606350293432
14230524,0.09909909909909909,8.09102114927951,0.8018129066853567
14293310,0.17355371900826447,3.4987307843459994,0.6072177394319503
14434070,0.10714285714285712,2.156760622953051,0.2310814953163983
14464766,0.06542056074766356,4.181040647637932,0.27352602367724793
14800270,0.029126213592233007,4.027576547898391,0.11730805479315702
14885549,0.038461538461538464,2.508559372239427,0.0964830527784395
15012486,0.10714285714285712,3.975061414173581,0.4258994372328836
15066760,0.047619047619047616,2.9677305022839935,0.1413205001087616
15110357,0.029126213592233007,2.0675254371185376,0.06021918748888944
15155074,0.15254237288135594,4.76599666964059,0.7270164411316156
15234657,0.08256880733944953,3.7123409990775627,0.30652356873117487
1543669128,0.029126213592233007,2.585199264178866,0.07529706594695726
155320577,0.0196078431372549,4.342608217005156,0.0851491807255913
155659213,0.0196078431372549,10.062157300242166,0.19729720196553266
155705264,0.09909909909909909,4.694869144371958,0.46525730259541914
1561168178,0.029126213592233007,6.371160357009658,0.1855677773886308
15635604,0.07407407407407407,3.6683910531826895,0.27173267060612516
156516240,0.047619047619047616,4.159616098555996,0.19807695707409503
15808647,0.11504424778761063,2.8223375357496683,0.3246936988030592
15900167,0.0196078431372549,4.633338299154348,0.09084977057165387
16184358,0.009900990099009901,3.877540403969109,0.038391489148209
16201775,0.038461538461538464,5.563906816358777,0.21399641601379915
16211434,0.0196078431372549,3.1691176500534626,0.062139561765754164
16212685,0.029126213592233007,5.096357249304011,0.1484375897855537
1636590253,0.029126213592233007,6.967701193387879,0.2029427532054722
1638021792,0.06542056074766356,4.806169862415598,0.31442232744774945
16573941,0.07407407407407407,4.693285616755873,0.347650786426361
16727749,0.047619047619047616,3.6087224463833385,0.1718439260182542
16973333,0.1452991452991453,2.901805152848795,0.4216298085335856
17019152,0.029126213592233007,4.462088277422737,0.1299637362356137
17220817,0.07407407407407407,3.2929022779328476,0.243918687254285
1754641,0.009900990099009901,1.9221675119240516,0.01903136150419853
17602896,0.10714285714285712,4.289578894776784,0.4595977387260839
17919972,0.09909909909909909,7.3827054347616725,0.7316194574989043
180463340,0.13043478260869565,6.414518482596549,0.8366763238169411
180505807,0.0196078431372549,1.7474250108400469,0.034263235506667586
18222378,0.038461538461538464,5.875426546859228,0.22597794410997032
18228898,0.047619047619047616,5.108907322472924,0.24328130107013923
18256664,0.11504424778761063,3.432192077656768,0.39485395583661936
18645813,0.047619047619047616,5.311190199889713,0.25291381904236726
18776605,0.047619047619047616,4.9715797582486525,0.23674189324993583
18847632,0.09909909909909909,5.202915971506562,0.5156042854646142
19028953,0.047619047619047616,8.537889091564155,0.4065661472173407
19077044,0.047619047619047616,4.085129817382968,0.19452999130395082
19110632,0.09909909909909909,1.6467640307140627,0.16319283187256475
19114743,0.047619047619047616,4.573219464803015,0.2177723554668102
19230601,0.009900990099009901,5.961615326173179,0.05902589431854633
19263978,0.056603773584905655,4.414952929855896,0.249902996029579
19373710,0.11504424778761063,5.487321161874917,0.6312847354369374
19407053,0.056603773584905655,2.9422054957728996,0.1665399337229943
19564719,0.009900990099009901,5.071470044597894,0.05021257469898905
19583545,0.07407407407407407,5.730350005373711,0.424470370768423
19604744,0.029126213592233007,4.626768303529817,0.134760241850383
19798578,0.029126213592233007,5.0648888849655815,0.1475210354844344
202222127,0.038461538461538464,4.014145711394587,0.15439021966902258
20265254,0.029126213592233007,5.4351603047755805,0.1583056399449198
203162990,0.047619047619047616,4.865650798925158,0.23169765709167417
20322929,0.009900990099009901,9.494800888881665,0.09400792959288777
20346956,0.08256880733944953,5.550244485899641,0.45827706764308956
20562637,0.0196078431372549,3.2860900269030666,0.06443313778241307
20571756,0.009900990099009901,2.707620981411385,0.026808128528825595
