user_id,algorithm,item_id,ranking,rating,pca1_score,author_id
1.0,B1-STATE_ART,1.189330936300757e+18,1.0,5.0,-0.2114740110252996,180463340.0
1.0,B1-STATE_ART,1.1511609909957468e+18,2.0,5.0,-0.12040221037033423,180463340.0
1.0,B1-STATE_ART,1.338474408743215e+18,3.0,3.0,-0.10020639563910165,1288485038.0
1.0,B1-STATE_ART,1.3124763698303386e+18,4.0,4.0,-0.0888569263195162,1.1414177742011843e+18
1.0,B1-STATE_ART,1.2985918769630781e+18,5.0,4.0,-0.17208570611044843,1288485038.0
1.0,B1-STATE_ART,1.343240225129169e+18,6.0,5.0,-0.14365860750872983,1.0609780991462605e+18
1.0,B1-STATE_ART,1.3693435069390193e+18,7.0,5.0,-0.4120420650337211,759251.0
1.0,B1-STATE_ART,1.3247841492411474e+18,8.0,3.0,-0.09545999100157,1288485038.0
1.0,B1-STATE_ART,1.2816154124597821e+18,9.0,3.0,-0.19354337777639133,2412917082.0
1.0,B1-STATE_ART,1.3692717964999475e+18,10.0,5.0,-1.0208792514595046,759251.0
1.0,CS-STATE_ART,1.3690108850758124e+18,1.0,4.0,0.23894773102075104,1367531.0
1.0,CS-STATE_ART,1.3692538859326177e+18,2.0,3.0,-0.17531098960062444,1367531.0
1.0,CS-STATE_ART,1.3686041029895414e+18,3.0,4.0,0.9269983315907685,1367531.0
1.0,CS-STATE_ART,1.3701445181006848e+18,4.0,3.0,-0.11221421469311231,28785486.0
1.0,CS-STATE_ART,1.3693885440038953e+18,5.0,5.0,0.0878317984165755,5988062.0
1.0,CS-STATE_ART,1.3692815936936468e+18,6.0,4.0,-0.22114866726712337,1367531.0
1.0,CS-STATE_ART,1.3694395166799421e+18,7.0,5.0,-0.16847446845826636,87818409.0
1.0,CS-STATE_ART,1.3695239639745495e+18,8.0,5.0,-0.03683626989600802,87818409.0
1.0,CS-STATE_ART,1.3694608117609882e+18,9.0,5.0,-0.1628792491519846,28785486.0
1.0,CS-STATE_ART,1.3694832079352259e+18,10.0,3.0,-0.2448891644185139,14173315.0
1.0,SC-STATE_ART,1.317842770816602e+18,1.0,3.0,0.005264400214905391,7.151779194385777e+17
1.0,SC-STATE_ART,1.3368101170571796e+18,2.0,3.0,-0.04022225732122395,821102114.0
1.0,SC-STATE_ART,1.3446899339786568e+18,3.0,5.0,-0.041261470911970334,1.0609780991462605e+18
1.0,SC-STATE_ART,1.3369646567920353e+18,4.0,2.0,-0.04122516607238536,821102114.0
1.0,SC-STATE_ART,1.369325020258984e+18,5.0,5.0,-0.18852607795280596,24742040.0
1.0,SC-STATE_ART,1.3653158200800092e+18,6.0,4.0,-0.2503061120689369,821102114.0
1.0,SC-STATE_ART,1.3694417969258865e+18,7.0,3.0,-0.2640844979262092,807095.0
1.0,SC-STATE_ART,1.3693754447939543e+18,8.0,5.0,-0.3363991414804801,807095.0
1.0,SC-STATE_ART,1.3694001945137234e+18,9.0,4.0,-0.26561811074623376,807095.0
1.0,SC-STATE_ART,1.3653278726432604e+18,10.0,1.0,-0.041084257951382944,821102114.0
1.0,SCSA-STATE_ART,1.3646077452704236e+18,1.0,5.0,-0.29263820861782125,821102114.0
1.0,SCSA-STATE_ART,1.3395258271181947e+18,2.0,4.0,0.6889791886018038,1.0380822756893409e+18
1.0,SCSA-STATE_ART,1.3370779380769792e+18,3.0,3.0,-0.04334469739848226,821102114.0
1.0,SCSA-STATE_ART,1.3678829273847685e+18,4.0,5.0,-0.15272492804811846,10671602.0
1.0,SCSA-STATE_ART,1.3367936637924065e+18,5.0,2.0,-0.041096177633853384,821102114.0
1.0,SCSA-STATE_ART,1.3693868181693727e+18,6.0,5.0,-0.14896841335158872,24742040.0
1.0,SCSA-STATE_ART,1.3693832140626657e+18,7.0,2.0,-0.25425101282215484,24742040.0
1.0,SCSA-STATE_ART,1.3635514924860088e+18,8.0,1.0,-0.12732024635153108,15234657.0
1.0,SCSA-STATE_ART,1.3541185016534835e+18,9.0,1.0,-0.04088849448390222,273181052.0
1.0,SCSA-STATE_ART,1.369372321736233e+18,10.0,1.0,-0.09210425402236858,24742040.0
10.0,B1-STATE_ART,1.369007428696744e+18,1.0,5.0,-0.05474973560081262,22910295.0
10.0,B1-STATE_ART,1.368550065502122e+18,2.0,5.0,-0.04154744733818703,19583545.0
10.0,B1-STATE_ART,1.368645394348077e+18,3.0,5.0,0.06525145087850294,96951800.0
10.0,B1-STATE_ART,1.368982192194519e+18,4.0,4.0,-0.09499273457440313,22910295.0
10.0,B1-STATE_ART,1.369259792892633e+18,5.0,5.0,0.07306943636238013,96951800.0
10.0,B1-STATE_ART,1.3681573536951214e+18,6.0,5.0,-0.09476869822862018,22910295.0
10.0,B1-STATE_ART,1.3693823256336384e+18,7.0,5.0,-0.1653382665217609,1638021792.0
10.0,B1-STATE_ART,1.3681732646028698e+18,8.0,5.0,-0.23162633325430562,452155423.0
10.0,B1-STATE_ART,1.3683173642871808e+18,9.0,5.0,-0.04111318266600849,3001704118.0
10.0,B1-STATE_ART,1.36824159129976e+18,10.0,5.0,-0.14602694912576564,2941994339.0
10.0,CS-STATE_ART,1.3678628419072942e+18,1.0,4.0,-0.08499915729136648,34613288.0
10.0,CS-STATE_ART,1.3371022800598344e+18,2.0,4.0,-0.254221382976567,821102114.0
10.0,CS-STATE_ART,1.350865539091067e+18,3.0,5.0,-0.17315227645434572,252882791.0
10.0,CS-STATE_ART,1.3207267463297434e+18,4.0,5.0,-0.04087890562843014,113696373.0
10.0,CS-STATE_ART,1.3515947640560886e+18,5.0,5.0,-0.2956298142344579,29758446.0
10.0,CS-STATE_ART,1.365731424322478e+18,6.0,5.0,-0.24533429288103248,10671602.0
10.0,CS-STATE_ART,1.3690878679396598e+18,7.0,5.0,-0.10228017373565317,24742040.0
10.0,CS-STATE_ART,1.3309484729927762e+18,8.0,5.0,0.25665988304296616,612782611.0
10.0,CS-STATE_ART,1.368234120082555e+18,9.0,5.0,-0.12442283954101707,773069256.0
10.0,CS-STATE_ART,1.3520177205781053e+18,10.0,4.0,-0.1197800864865051,821102114.0
10.0,SC-STATE_ART,1.3368101170571796e+18,1.0,4.0,-0.04022225732122395,821102114.0
10.0,SC-STATE_ART,1.368909409775149e+18,2.0,5.0,-0.04122511494866295,96951800.0
10.0,SC-STATE_ART,1.3369646567920353e+18,3.0,4.0,-0.04122516607238536,821102114.0
10.0,SC-STATE_ART,1.369325020258984e+18,4.0,4.0,-0.18852607795280596,24742040.0
10.0,SC-STATE_ART,1.3653158200800092e+18,5.0,4.0,-0.2503061120689369,821102114.0
10.0,SC-STATE_ART,1.3504832512914514e+18,6.0,5.0,0.4474535474004962,19373710.0
10.0,SC-STATE_ART,1.367462925250818e+18,7.0,4.0,-0.04113493836148113,34613288.0
10.0,SC-STATE_ART,1.3373181682772419e+18,8.0,3.0,-0.04099004737472724,821102114.0
10.0,SC-STATE_ART,1.368932010971005e+18,9.0,5.0,-0.14116815632307794,1638021792.0
10.0,SC-STATE_ART,1.3653278726432604e+18,10.0,3.0,-0.041084257951382944,821102114.0
10.0,SCSA-STATE_ART,1.3646077452704236e+18,1.0,3.0,-0.29263820861782125,821102114.0
10.0,SCSA-STATE_ART,1.3370779380769792e+18,2.0,3.0,-0.04334469739848226,821102114.0
10.0,SCSA-STATE_ART,1.3678829273847685e+18,3.0,5.0,-0.15272492804811846,10671602.0
10.0,SCSA-STATE_ART,1.3367936637924065e+18,4.0,3.0,-0.041096177633853384,821102114.0
10.0,SCSA-STATE_ART,1.3365967128577434e+18,5.0,3.0,-0.21991647434752531,821102114.0
10.0,SCSA-STATE_ART,1.3693868181693727e+18,6.0,4.0,-0.14896841335158872,24742040.0
10.0,SCSA-STATE_ART,1.3693832140626657e+18,7.0,4.0,-0.25425101282215484,24742040.0
10.0,SCSA-STATE_ART,1.3693373432708628e+18,8.0,4.0,-0.2163519794425074,24742040.0
10.0,SCSA-STATE_ART,1.3635514924860088e+18,9.0,4.0,-0.12732024635153108,15234657.0
10.0,SCSA-STATE_ART,1.369372321736233e+18,10.0,4.0,-0.09210425402236858,24742040.0
11.0,B1-STATE_ART,1.3389447289690358e+18,1.0,1.0,-0.04610787492391751,34507480.0
11.0,B1-STATE_ART,1.3600461051704852e+18,2.0,3.0,-0.12104722604734229,34507480.0
11.0,B1-STATE_ART,1.368703131652006e+18,3.0,2.0,-0.0467548634940777,100220864.0
11.0,B1-STATE_ART,1.3606381985739817e+18,4.0,1.0,-0.06013168718415537,79293791.0
11.0,B1-STATE_ART,1.3276596089037332e+18,5.0,5.0,-0.06973274230683923,95955871.0
11.0,B1-STATE_ART,1.3545474830833295e+18,6.0,2.0,0.03957190144857156,26565946.0
11.0,B1-STATE_ART,1.3668338598291087e+18,7.0,5.0,-0.1895749787653853,100220864.0
11.0,B1-STATE_ART,1.3095550542953554e+18,8.0,5.0,-0.09303672575292822,95955871.0
11.0,B1-STATE_ART,1.2696408382059028e+18,9.0,3.0,-0.011274203678953714,297047872.0
11.0,B1-STATE_ART,1.366208806535893e+18,10.0,5.0,-0.16196317189302445,21447363.0
11.0,B1-STATE_ART,1.367946423736537e+18,11.0,1.0,-0.04785025944426603,100220864.0
11.0,B1-STATE_ART,1.32768774711774e+18,12.0,5.0,-0.12184899921857963,238475531.0
11.0,B1-STATE_ART,1.2925971187633193e+18,13.0,5.0,2.580047647979219,108361327.0
11.0,B1-STATE_ART,1.3639265336525742e+18,14.0,5.0,-0.2902080019651878,238475531.0
11.0,B1-STATE_ART,1.3645986371631268e+18,15.0,5.0,-0.057268365638851196,2836755090.0
11.0,B1-STATE_ART,1.31061845892574e+18,16.0,5.0,-0.05719021956570621,18645813.0
11.0,B1-STATE_ART,1.3410356999700111e+18,17.0,5.0,-0.05724573809802934,2836755090.0
11.0,B1-STATE_ART,1.3667092491376435e+18,18.0,5.0,-0.22814584706423646,314792669.0
